Script directory: /home/tihan6g/O-RAN-Testbed-Automation/OpenAirInterface_Testbed/Next_Generation_Node_B/configs/gnb.conf
[UTIL]   running in SA mode (no --phy-test, --do-ra, --nsa option present)
UE 4ee2: dlsch_rounds 260/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 123744/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           5889 RX       49682804 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 261/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 124384/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           5910 RX       49942132 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 263/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 125024/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           5952 RX       50201460 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 264/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 125664/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           5973 RX       50460788 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 265/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 126304/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           5994 RX       50720116 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 266/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 126944/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6015 RX       50979444 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 268/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 127584/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6057 RX       51238772 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 269/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 128224/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6078 RX       51498100 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 270/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 128864/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6099 RX       51757428 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 271/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 129504/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6120 RX       52016756 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 273/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 130144/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6162 RX       52276084 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 274/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 130784/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6183 RX       52535412 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 275/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 131424/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6204 RX       52794740 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 277/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 132064/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6246 RX       53054068 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 278/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 132704/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6267 RX       53313396 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 279/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 133344/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6288 RX       53572724 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 280/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 133984/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6309 RX       53832052 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 282/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 134624/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6351 RX       54091380 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 283/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 135264/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6372 RX       54350708 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 284/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 135904/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6393 RX       54610036 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 286/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 136544/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6435 RX       54869364 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 287/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 137184/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6456 RX       55128692 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 288/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 137824/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6477 RX       55388020 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 289/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 138464/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6498 RX       55647348 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 291/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 139104/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6540 RX       55906676 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 292/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 139744/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6561 RX       56166004 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 293/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 140384/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6582 RX       56425332 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 768.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 295/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 141024/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6624 RX       56684660 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 896.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 296/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 141664/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6645 RX       56943988 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 0.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 297/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 142304/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6666 RX       57203316 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 128.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 298/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 142944/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6687 RX       57462644 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 256.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 300/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 143584/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6729 RX       57721972 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 384.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 301/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 144224/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6750 RX       57981300 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 512.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 302/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
UE 4ee2: ulsch_rounds 144864/0/0/0, ulsch_errors 0, ulsch_DTX 0, BLER 0.00000 MCS (0) 28 (Qm 6 deltaMCS 0 dB) NPRB 5  SNR 51.0 dB CCE fail 0
UE 4ee2: MAC:    TX           6771 RX       58240628 bytes
UE 4ee2: LCID 1: TX            548 RX            341 bytes
UE 4ee2: LCID 2: TX              0 RX              0 bytes
UE 4ee2: LCID 4: TX              0 RX           1707 bytes

[0m[NR_MAC]   Frame.Slot 640.0
UE RNTI 4ee2 CU-UE-ID 1 in-sync PH 48 dB PCMAX 20 dBm, average RSRP -45 (32 meas)
UE 4ee2: UL-RI 1, TPMI 0
UE 4ee2: dlsch_rounds 303/0/0/0, dlsch_errors 0, pucch0_DTX 0, BLER 0.00000 MCS (0) 0 CCE fail 34
